,EMA,CMO,MINUSDM,PLUSDM,CLOSE,CLOSEL1,CLOSEL2,CLOSEL3,3O,CMB,UP_DOWN
66,21203.22659859817,-15.661016832840483,1366.8867520621016,1213.8427379882255,20822.52,20723.0,20740.6,20648.06,0,0,0
67,21157.49073206501,-19.086128787588603,1418.8824144589967,1153.1506010888143,20723.0,20740.6,20648.06,20730.0,0,0,1
68,21117.786852820722,-18.19258602575065,1414.2882937360455,1095.4930710343735,20740.6,20648.06,20730.0,21117.26,0,0,0
69,21073.050962075893,-21.454472531898205,1343.5738790492433,1258.9084174826535,20648.06,20730.0,21117.26,20505.16,0,0,1
70,21040.379441878187,-17.10250906032396,1417.895185096781,1195.9629966085208,20730.0,21117.26,20505.16,20752.47,0,0,1
71,21047.70139979455,0.6140646259080581,1347.000425841942,1863.8948467780942,21117.26,20505.16,20752.47,21958.7,0,0,0
72,20996.030790290308,-19.619052243612987,1714.7504045498433,1770.7001044391895,20505.16,20752.47,21958.7,21540.07,0,0,1
73,20972.834524548372,-10.194520368552865,1629.012884322351,1682.1650992172301,20752.47,21958.7,21540.07,21627.07,0,0,1
74,21066.726474591385,21.54211436441532,1547.5622401062335,2828.026844256366,21958.7,21540.07,21627.07,21909.31,0,0,0
75,21111.806810344588,9.971470569286625,1470.1841281009217,3103.2055020435496,21540.07,21627.07,21909.31,21809.85,0,0,1
76,21160.879495073674,11.808113241336965,1396.6749216958756,2948.045226941372,21627.07,21909.31,21809.85,21632.04,0,0,1
77,21232.158590780942,17.55193169514757,1326.8411756110818,3044.8029655943033,21909.31,21809.85,21632.04,21602.98,0,0,0
78,21287.176820230376,14.778989889936428,1260.4991168305278,3154.5628173145883,21809.85,21632.04,21602.98,21635.44,0,0,0
79,21320.02093258939,9.900399262452172,1428.0141609890022,2996.8346764488588,21632.04,21602.98,21635.44,21869.89,0,0,0
80,21346.96941519992,9.102619565505385,1372.7134529395507,2846.9929426264157,21602.98,21635.44,21869.89,21681.79,0,0,1
81,21374.4428042285,9.871879869791982,1387.867780292574,2704.643295495095,21635.44,21869.89,21681.79,21804.99,0,0,1
82,21421.628251444832,15.320403645176468,1318.4743912779454,2796.4411307203427,21869.89,21681.79,21804.99,21903.71,1,0,0
83,21446.405560831037,9.718773446574454,1252.5506717140481,2695.169074184325,21681.79,21804.99,21903.71,22018.21,0,0,1
84,21480.55645979951,12.644259534742563,1222.5131381283459,2560.4106204751088,21804.99,21903.71,22018.21,22214.02,0,0,1
85,21520.856796961463,14.968344778064463,1161.3874812219285,2591.400089451352,21903.71,22018.21,22214.02,22475.48,0,0,1
86,21568.223768679418,17.64341787207435,1103.3181071608321,2652.870084978785,22018.21,22214.02,22475.48,22646.73,0,0,1
